         21624757 function calls (21476474 primitive calls) in 52.705 seconds

   Ordered by: cumulative time
   List reduced from 2352 to 1077 due to restriction <'mlx'>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/ctm.py:24(MatrixStack)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/file_download.py:771(repo_folder_name)
       24    0.000    0.000    0.000    0.000 {built-in method mlx.core.softmax}
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/image.py:821(PdfJpxImage)
       63    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/encodingdb.py:71(raise_key_error_for_invalid_unicode)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tokenize/punkt.py:338(__init__)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:400(format_interval)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:755(set_lock)
       41    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/cmapdb.py:51(__init__)
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:542(merge_cookies)
      123    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/cmapdb.py:57(set_attr)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils.py:74(add)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/common/common.py:328(exactly_one)
      391    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/mlx/nn/layers/base.py:217(<lambda>)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:154(__new__)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:909(text)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/utils.py:62(__exit__)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:4016(_switch_to_input_mode)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:444(Extend_ObjectMapping)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/sessions.py:333(rebuild_method)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:626(unquote_unreserved)
       12    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:1202(_set_model_specific_special_tokens)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:167(colour)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/utils.py:339(apply_matrix_norm)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils.py:58(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/converter.py:69(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tabdata.py:38(TabDecoder)
        6    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:496(do_M)
      108    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/structures.py:58(<genexpr>)
       99    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdftypes.py:260(set_objid)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pi_heif/as_plugin.py:161(__options_update)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/common/lang.py:325(_convert_language_code_to_pytesseract_lang_code)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:615(__init__)
       17    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdftypes.py:286(get)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:88(get_hf_hub_version)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:811(Extend_AttachedFile)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tabdata.py:16(TabEncoder)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/data.py:302(__init__)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/data.py:202(normalize_resource_name)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:273(_is_ascii)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:207(register_hook)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:188(clone)
      139    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:1074(pad_token_type_id)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:504(_parse_content_type_header)
       24    0.000    0.000    0.000    0.000 {built-in method mlx.core.erf}
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:83(Name)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:252(_is_utf)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/url.py:100(__new__)
       17    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:946(do_Tw)
       25    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/mlx/utils.py:137(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:125(__eq__)
       67    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:492(do_j)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/request.py:199(body_to_chunks)
       44    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/util.py:19(to_str)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured_pytesseract/pytesseract.py:159(run_once)
       35    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:671(do_n)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:1028(close)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/hub.py:84(is_offline_mode)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tag/perceptron.py:182(param_files)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:281(get)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/encryption.py:14(Permissions)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:200(Dictionary)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:494(prepare_body)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/strategies.py:8(validate_strategy)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/jbig2.py:32(JBIG2DecoderInterface)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:733(Extend_Attachments)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/file_download.py:1748(_int_or_none)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:1112(__len__)
       22    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:1087(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfdocument.py:902(get_page_labels)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/metadata.py:236(Converter)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/hub.py:573(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/pdf.py:310(<genexpr>)
       10    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:358(update)
       14    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdftypes.py:280(__contains__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:373(dup)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/metadata.py:250(AuthorConverter)
       48    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:406(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:890(default_headers)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/encryption.py:149(Encryption)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/layout.py:103(_validate)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:55(_NameObjectMeta)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:844(Extend_NameTree)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tabdata.py:65(MaxentEncoder)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured_pytesseract/pytesseract.py:86(Output)
       34    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfpage.py:200(_parse_cropbox)
       34    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/converter.py:289(get_result)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:159(String)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/hub.py:244(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:3432(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:176(Array)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tabdata.py:80(MaxentDecoder)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfdevice.py:60(end_tag)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/metadata.py:272(DateConverter)
       92    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/_collections.py:289(__iter__)
       34    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/converter.py:286(receive_layout)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:866(Extend_NumberTree)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_paths.py:115(_identity)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:713(Extend_Rectangle)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/_content_stream.py:36(PdfParsingError)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/strategies.py:94(_determine_pdf_auto_strategy)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:163(host)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:252(is_tf_available)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:238(Stream)
       12    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/url.py:330(_idna_encode)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:112(__format__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tag/perceptron.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/models/bert/tokenization_bert.py:424(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:231(__call__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/codec.py:133(PdfDocCodec)
       34    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/layout.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:45(_ObjectMeta)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/generic.py:134(_is_numpy)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:102(is_fastai_available)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured_pytesseract/pytesseract.py:98(TesseractError)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_augments.py:14(AugmentedCallable)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/models/bert/tokenization_bert.py:151(vocab_size)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/data.py:338(__str__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/_collections.py:93(__getitem__)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:120(is_fastcore_available)
       41    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:512(do_gs)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:1147(__del__)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfdevice.py:38(__init__)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/outlines.py:110(OutlineStructureError)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:265(get_torch_version)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tag/perceptron.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tabdata.py:103(PunktDecoder)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/retry.py:387(is_retry)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:189(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_xml.py:13(_XMLParser)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/retry.py:202(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/metadata.py:87(XmpContainer)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:435(get_policy)
       39    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:130(_validate_timeout)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/metadata.py:98(NeverRaise)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:139(Operator)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/image.py:103(PaletteData)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/file_utils/model.py:178(mime_type)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tokenize/punkt.py:209(_re_sent_end_chars)
       35    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:675(do_W)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:139(__getattr__)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/packaging/version.py:523(_cmpkey)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/metadata.py:291(DocinfoMapping)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured_pytesseract/pytesseract.py:120(ALTONotSupported)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured_pytesseract/pytesseract.py:93(PandasNotSupported)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/image.py:43(UnsupportedImageTypeError)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:1153(_comparable)
       11    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:48(__instancecheck__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/langdetect/language.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:282(_screen_shape_wrapper)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:1157(__hash__)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfdevice.py:57(begin_tag)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/ssl_.py:484(is_ipaddress)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:222(__eq__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils.py:64(update)
